addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
"407, Apgujeong-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954784,79,20230203212832,http://tong.visitkorea.or.kr/cms/resource/67/2890067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2890067_image3_1.jpg,Type3,127.0418357887,37.5279681978,6,20240418140215,1,,YSL - Galleria Branch [Tax Refund Shop] (입생로랑 갤러리아),06009
"165, Apgujeong-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2954773,79,20230203212654,http://tong.visitkorea.or.kr/cms/resource/65/2890065_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2890065_image3_1.jpg,Type3,127.0274843337,37.5274180039,6,20240418151447,1,,YSL - Hyundai Apgujeong Main Branch [Tax Refund Shop] (입생로랑 현대 본점),06001
"1F, 240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955639,79,20230125212349,http://tong.visitkorea.or.kr/cms/resource/01/2879301_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2879301_image3_1.jpg,Type3,127.0976311526,37.5123821225,6,20240423101126,18,,YSL - Lotte Jamsil Branch [Tax Refund Shop] (입생로랑 롯데 잠실점),05554
"B1, 30, Eulji-ro, Jung-gu, Seoul",B1,1,A04,A0401,A04011000,2954795,79,20230203213223,http://tong.visitkorea.or.kr/cms/resource/68/2890068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2890068_image3_1.jpg,Type3,126.9810458210,37.5654016461,6,20240418143605,24,,YSL - Lotte Main Branch [Tax Refund Shop] (입생로랑 롯데 본점),04533
"176, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,2954803,79,20230203213359,,,,127.0035815712,37.5056062193,6,20240418140805,15,,YSL - Shinsegae Gangnam Branch [Tax Refund Shop] (입생로랑 신세계 강남점),06546
"63, Sogong-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2954811,79,20230203213554,http://tong.visitkorea.or.kr/cms/resource/70/2890070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2890070_image3_1.jpg,Type3,126.9810181709,37.5609966018,6,20240418133326,24,,YSL - Shinsegae Main Branch [Tax Refund Shop] (입생로랑 신세계 본점),04530
"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2955659,79,20230118223526,,,,126.9053818370,37.5178335971,6,20240423142603,20,,YSL - Shinsegae Times Square Branch [Tax Refund Shop] (입생로랑 신세계 영등포점),07305
"B1, 300, Olympic-ro, Songpa-gu, Seoul",B1,1,A04,A0401,A04011000,2955272,79,20230124225428,http://tong.visitkorea.or.kr/cms/resource/59/2879159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2879159_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240419101917,18,,YSL - World Tower Branch [Tax Refund Shop] (입생로랑 월드타워점),05551
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324231,79,20240625090826,http://tong.visitkorea.or.kr/cms/resource/24/3314224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3314224_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240627015211,20,,YSL Cosmetics [Tax Refund Shop] (입생로랑 코스메틱),07305
"4F Galleria EAST, 407, Apgujeong-ro, Gangnam-gu, Seoul",4F of Galleria EAST,1,A04,A0401,A04011000,2955043,79,20230203221906,http://tong.visitkorea.or.kr/cms/resource/36/2890136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2890136_image3_1.jpg,Type3,127.0418357887,37.5279681978,6,20240418150221,1,,YSL Men - Galleria Branch [Tax Refund Shop] (입생로랑남성 갤러리아),06009
"6F, 63, Sogong-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2955396,79,20230203234134,http://tong.visitkorea.or.kr/cms/resource/59/2890359_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2890359_image3_1.jpg,Type3,126.9810181709,37.5609966018,6,20240418162815,24,,YSL Men - Shinsegae Main Branch [Tax Refund Shop] (입생로랑남성 신세계 본점),04530
"97, Saemunan-ro, Jongno-gu, Seoul",,1,A05,A0502,A05020400,2480986,82,20170215010350,,,,126.9754378497,37.5706814874,,20170224005112,23,,Yu Yuan (유 유안),03183
"46, Chungmu-ro, Jung-gu, Seoul",,1,A05,A0502,A05020100,2665674,82,20200729231427,http://tong.visitkorea.or.kr/cms/resource/38/2655238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2655238_image2_1.jpg,Type3,126.9930086259,37.5651824416,6,20210318234104,24,+82-2-305-1255,Yubin Wang Donkkaseu (유빈왕돈까스),04549
"154, Yongmasan-ro, Gwangjin-gu, Seoul",,1,A05,A0502,A05020100,2701732,82,20201229005807,http://tong.visitkorea.or.kr/cms/resource/94/2684694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2684694_image2_1.jpg,Type3,127.0865389306,37.5674533052,6,20210329223855,6,+82-2-452-5860,Yuil Seolleongtang (유일설렁탕),04940
"40, Jong-ro 17-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2701760,82,20201229011128,http://tong.visitkorea.or.kr/cms/resource/27/2684427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2684427_image2_1.jpg,Type3,126.9883644089,37.5721009988,6,20210329225933,23,+82-2-764-2835,Yujin Sikdang (유진식당),03140
"28, Baekjegobun-ro 7-gil, Songpa-gu, Seoul",,1,A05,A0502,A05020100,2701860,82,20201229015106,http://tong.visitkorea.or.kr/cms/resource/17/2684417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2684417_image2_1.jpg,Type3,127.0819631814,37.5106959257,6,20210329224823,18,+82-2-420-7155,Yukbyeongjang (육병장),05560
"45, Myeongdong, 8na-Gil, Jung-gu, Seoul",,1,A05,A0502,A05020100,2659325,82,20200611000203,http://tong.visitkorea.or.kr/cms/resource/45/2655045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2655045_image2_1.jpg,Type3,126.9824152619,37.5611271676,6,20201030020330,24,+82-2-775-7555,YUKDAEJANG Myeongdong(육대장 명동),04535
"1F, 30, Yonsei-ro, 5da-gil, Seodaemun-gu, Seoul",,1,A05,A0502,A05020100,2653468,82,20200422184756,http://tong.visitkorea.or.kr/cms/resource/51/2660051_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/51/2660051_image2_1.png,Type3,126.9351891487,37.5562380003,6,20201030194735,14,+82-2-322-9200,Yukjang Galbi Sinchon(육장갈비 신촌),03789
"47, Tojeong-ro 37-gil, Mapo-gu, Seoul",,1,A05,A0502,A05020100,2442590,82,20161123201352,,,,126.9469967820,37.5429147603,6,20240319180654,13,+82-2-703-0019,Yukjeon Hoekwan (역전회관),04155
"159, Yangsan-ro, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2693436,82,20201208015318,http://tong.visitkorea.or.kr/cms/resource/37/2682737_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2682737_image2_1.jpg,Type3,126.9007515426,37.5235550714,6,20210325202025,20,+82-2-2633-7272,Yunine Matjip (유니네맛집),07258
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324227,79,20240625090748,http://tong.visitkorea.or.kr/cms/resource/50/3313350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3313350_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240626211107,20,,Yunjac [Tax Refund Shop] (연작),07305
"15, Wausan-ro, 15-gil, Mapo-gu, Seoul",,1,A05,A0502,A05020200,2471338,82,20170103234346,http://tong.visitkorea.or.kr/cms/resource/84/2470284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2470284_image3_1.jpg,Type3,126.9223877223,37.5497107515,6,20210324185938,13,+82-2-3143-4116,Yunssi Milbang (윤씨밀방),04049
"196, Majang-ro, Seongdong-gu, Seoul",,1,A05,A0502,A05020100,2701680,82,20201229003250,http://tong.visitkorea.or.kr/cms/resource/40/2684740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2684740_image2_1.jpg,Type3,127.0315495219,37.5664913161,6,20210329223631,16,+82-2-2293-8866,Yurae hoegwan (유래회관),04707
"139-1, Seosomun-ro, Jung-gu, Seoul",,1,A05,A0502,A05020100,2701692,82,20201229004247,http://tong.visitkorea.or.kr/cms/resource/82/2684882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2684882_image2_1.jpg,Type3,126.9761129690,37.5642961306,6,20210329223726,24,+82-2-755-0659,Yurimmyeon (유림면),04515
"56-6, Olympic-ro 70-gil, Gangdong-gu, Seoul",,1,A05,A0502,A05020300,2701778,82,20201229011946,http://tong.visitkorea.or.kr/cms/resource/31/2684631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2684631_image2_1.jpg,Type3,127.1266499812,37.5388684596,6,20210329224519,2,+82-2-478-6999,Yutaro (유타로),05329
"24, Songpa-daero 28-gil, Songpa-gu, Seoul",,1,A05,A0502,A05020300,2701803,82,20201229012912,http://tong.visitkorea.or.kr/cms/resource/32/2684632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2684632_image2_1.jpg,Type3,127.1205823541,37.4943457412,6,20210329224621,18,+82-507-1410-4351,Yutaro - Garak Branch (유타로 가락),05718
"23, Yeonhui-ro 26-gil, Seodaemun-gu, Seoul",,1,A05,A0502,A05020300,1863293,82,20131127002655,,,,126.9369635139,37.5729805304,6,20191002000335,14,+82-2-3144-2578,Yuu (유우),03720
"12, Seongsui-ro 12-gil, Seongdong-gu, Seoul",,1,A04,A0401,A04011000,2960376,79,20230206132352,http://tong.visitkorea.or.kr/cms/resource/50/2888750_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2888750_image3_1.jpg,Type3,127.0565146734,37.5397643142,6,20240423131334,16,,Yuul Yie - Seongsu Branch [Tax Refund Shop] (율이에 성수),04784
"176, Sinbanpo-ro, Seocho-gu, Seoul",,1,A04,A0401,A04011000,3323284,79,20240625005145,http://tong.visitkorea.or.kr/cms/resource/66/3312866_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/66/3312866_image3_1.png,Type3,126.9804731186,37.4859525319,6,20240626205348,15,,Yves Salomon - Shinsegae Gangnam Branch [Tax Refund Shop] (이브살로몬 신세계 강남),07008
"13, Itaewon-ro 54ga-gil, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,3323723,79,20240625080626,http://tong.visitkorea.or.kr/cms/resource/67/3313167_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3313167_image3_1.jpg,Type3,127.0017780641,37.5371941846,6,20240627021248,21,,yyk [Tax Refund Shop] (와이와이케이),04400
"826, Nonhyeon-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,3323692,79,20240625080313,http://tong.visitkorea.or.kr/cms/resource/40/3313340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3313340_image3_1.jpg,Type3,127.0285621581,37.5222797312,6,20240627021616,1,,Z hairline [Tax Refund Shop] (그녀의헤어라인의원),06025
"76, Jahamun-ro, Jongno-gu, Seoul",,1,A04,A0401,A04010600,1002314,79,20100420185814,http://tong.visitkorea.or.kr/cms/resource/62/993462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/993462_image3_1.jpg,Type3,126.9707823771,37.5827327813,6,20200411011411,23,+82-2-762-1241,Z.I.Gallery (지아 衣 갤러리),03042
"46, Changuimun-ro 5ga-gil, Jongno-gu, Seoul",,1,A02,A0206,A02060500,1930536,78,20140702021743,http://tong.visitkorea.or.kr/cms/resource/03/1757303_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1757303_image3_1.jpg,Type3,126.9602831463,37.5893568224,6,20210309185059,23,+82-2-395-3222,Zaha Museum (자하미술관),03022
"537, Dosan-daero, Gangnam-gu, Seoul",(Cheongdam-dong),1,A02,A0202,A02020300,1964952,76,20141114202921,http://tong.visitkorea.or.kr/cms/resource/39/1964939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1964939_image2_1.jpg,Type3,127.0523543553,37.5251631576,,20160727201935,1,+82-2-512-8967,Zakyntos Global Spa Club - Cheongdam Main Branch (자킨토스 청담본점),06013
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3326308,79,20240625134440,http://tong.visitkorea.or.kr/cms/resource/33/3314433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3314433_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240627015733,8,,Zanca [Tax Refund Shop] (잔카),08511
"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2957760,79,20230129164757,,,,126.9266241202,37.5258580443,6,20240423133802,20,,Zara - IFC Mall Branch [Tax Refund Shop] (자라 아이에프씨몰),07326
"55, Hangang-daero 23-gil, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,2954802,79,20230125221040,http://tong.visitkorea.or.kr/cms/resource/67/2889867_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2889867_image3_1.jpg,Type3,126.9647566449,37.5298249324,6,20240423133216,21,,Zara - IPARK Mall Branch [Tax Refund Shop] (자라 아이파크몰),04377
"1F, 240, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955597,79,20230125211017,http://tong.visitkorea.or.kr/cms/resource/77/2879277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2879277_image3_1.jpg,Type3,127.0976311526,37.5123821225,6,20240423103708,18,,Zara - Lotte Jamsil Branch [Tax Refund Shop] (자라 롯데 잠실점),05554
"1414, Dongil-ro, Nowon-gu, Seoul",,1,A04,A0401,A04011000,2954453,79,20230202232727,,,,127.0614081608,37.6553315254,6,20240423095953,9,,Zara - Lotte Nowon Branch [Tax Refund Shop] (자라 롯데 노원점),01695
"378, Cheongpa-ro, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,2959593,79,20230206124231,http://tong.visitkorea.or.kr/cms/resource/25/2878425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2878425_image3_1.jpg,Type3,126.9692583497,37.5532806211,6,20240422140035,21,,Zara - Lotte Seoul Station Branch [Tax Refund Shop] (자라 롯데 서울역점),04301
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959069,79,20230204103942,http://tong.visitkorea.or.kr/cms/resource/07/2879907_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2879907_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240422142501,1,,Zara - Starfield Coex Branch [Tax Refund Shop] (자라 스타필드 코엑스점),06164
"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2955603,79,20230118221705,http://tong.visitkorea.or.kr/cms/resource/75/2880075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2880075_image3_1.jpg,Type3,126.9053818370,37.5178335971,6,20240423103239,20,,Zara - TIMES SQUARE Branch [Tax Refund Shop] (자라 타임스퀘어점),07305
"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2956823,79,20230129194618,,,,126.9266241202,37.5258580443,6,20240418160656,20,,Zara Home - IFC Mall Branch [Tax Refund Shop] (자라홈 아이에프씨몰),07326
"300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2958638,79,20230202181923,,,,127.1040749597,37.5141653654,6,20240422085308,18,,Zara Home - Lotte World Mall Branch [Tax Refund Shop] (자라홈 롯데월드몰),05551
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959566,79,20230206123346,http://tong.visitkorea.or.kr/cms/resource/52/2890352_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2890352_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240418154703,1,,Zara Home - Starfield Coex Mall Branch [Tax Refund Shop] (자라홈 스타필드 코엑스몰),06164
"662, Gyeongin-ro, Guro-gu, Seoul","1층,2층",1,A04,A0401,A04011000,3324308,79,20240625092053,http://tong.visitkorea.or.kr/cms/resource/65/2880165_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2880165_image3_1.jpg,Type3,126.8884169673,37.5089148857,6,20240627015527,7,,Zara [Tax Refund Shop] (자라),08209
"405, Hangang-daero, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,3324330,79,20240625092350,http://tong.visitkorea.or.kr/cms/resource/03/3314803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3314803_image3_1.jpg,Type3,126.9717469660,37.5548915897,6,20240627025546,21,,Zara [Tax Refund Shop] (자라),04320
"2F, 278, Beotkkot-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,2954008,79,20230125211727,http://tong.visitkorea.or.kr/cms/resource/00/2880300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2880300_image3_1.jpg,Type3,126.8846459143,37.4795432303,6,20240419142653,8,,Zen - Lotte Factory Gasan Branch [Tax Refund Shop] (ZEN 롯데팩토리가산),08511
"5-8F, 62, Myeongdong-gil, Jung-gu, Seoul",5-8F,1,A04,A0401,A04011000,2953764,79,20230201225813,http://tong.visitkorea.or.kr/cms/resource/63/2888763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2888763_image3_1.jpg,Type3,126.9858315387,37.5639074609,6,20240416144411,24,,Zen - Myeong-dong Branch [Tax Refund Shop] (ZEN 명동),04537
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323544,79,20240625074324,http://tong.visitkorea.or.kr/cms/resource/93/3314093_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3314093_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240627023649,8,,Zen [Tax Refund Shop] (젠),08511
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324163,79,20240625085851,http://tong.visitkorea.or.kr/cms/resource/75/3314775_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/75/3314775_image3_1.jpeg,Type3,126.8884169673,37.5089148857,6,20240627020724,7,,Zensai [Tax Refund Shop] (젠사이),08209
"113, Donggwang-ro, Seocho-gu, Seoul",,1,A05,A0502,A05020200,2481046,82,20170215023538,,,,126.9946827080,37.4940324039,,20170216181812,15,,Zero Complex (제로 컴플렉스),06584
"405, Hangang-daero, Yongsan-gu, Seoul",,1,A04,A0401,A04011000,3324517,79,20240625094921,http://tong.visitkorea.or.kr/cms/resource/97/3313797_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3313797_image3_1.jpg,Type3,126.9717469660,37.5548915897,6,20240627014129,21,,Zerogram [Tax Refund Shop] (제로그램),04320
"2F, 105, Toegye-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2955026,79,20230117222658,http://tong.visitkorea.or.kr/cms/resource/35/2878635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2878635_image3_1.jpg,Type3,126.9834707270,37.5609244324,6,20240422143128,24,,Zeus Eyewear - Myeong-dong Branch [Tax Refund Shop] (제우스안경 명동),04536
"2F, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,3323057,79,20240625000346,http://tong.visitkorea.or.kr/cms/resource/95/3313395_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3313395_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240626211258,24,,Zinus [Tax Refund Shop] (지누스),04563
"6F, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,2957992,79,20230128093138,http://tong.visitkorea.or.kr/cms/resource/26/2888926_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2888926_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240422083151,24,,Zio Songzio - Hyundai Dongdaemun Branch [Tax Refund Shop] (지오송지오 현대동대문),04563
"4F, 9, Digital-ro 10-gil, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,2956007,79,20230130124050,http://tong.visitkorea.or.kr/cms/resource/13/2880413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2880413_image3_1.jpg,Type3,126.8890705637,37.4776713039,6,20240418142101,8,,Zio Songzio - Hyundai Gasan Branch [Tax Refund Shop] (지오송지오 현대가산),08514
"1F, 2F(Cheongdam-dong), 34, Seolleung-ro 152-gil, Gangnam-gu, Seoul",Lotte Outlet Seoul Station Branch,1,A04,A0401,A04011000,2957498,79,20230130114416,http://tong.visitkorea.or.kr/cms/resource/54/2878554_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2878554_image3_1.jpg,Type3,126.9717664185,37.5545416306,6,20240422134003,24,,Zio Songzio - Lotte Seoul Station Branch [Tax Refund Shop] (지오송지오 롯데서울역),04509
"22, Dongnam-ro 4-gil, Songpa-gu, Seoul",,1,A04,A0401,A04010600,1019368,79,20100512184406,http://tong.visitkorea.or.kr/cms/resource/03/1015403_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1015403_image3_1.jpg,Type3,127.1244821755,37.4881326438,6,20210518194019,18,+82-2-403-9910,Zio Songzio - Munjeong Branch (지오 송지오(ZIO SONGZIO) 문정점),05806
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323552,79,20240625074416,http://tong.visitkorea.or.kr/cms/resource/35/3314135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3314135_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240627023757,8,,Zio Songzio [Tax Refund Shop] (지오송지오),08511
"#M107, 513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2958915,79,20230204102120,http://tong.visitkorea.or.kr/cms/resource/86/2879886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2879886_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240418095614,1,,Ziozia - Coex Branch [Tax Refund Shop] (지오지아 코엑스),06164
"(Eulji-ro 6-ga), 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",(Eulji-ro 6-ga),1,A04,A0401,A04011000,2959075,79,20230128092751,http://tong.visitkorea.or.kr/cms/resource/11/2888911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2888911_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240418095809,24,,Ziozia - Hyundai Dongdaemun Branch [Tax Refund Shop] (지오지아 현대동대문),04563
"4F, 66, Chungmin-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2956999,79,20230127211525,,,,127.1249768726,37.4776672007,6,20240419153231,18,,Ziozia - Hyundai Garden5 Branch [Tax Refund Shop] (지오지아 현대가든파이브),05838
"3F, 300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2960254,79,20230202174646,http://tong.visitkorea.or.kr/cms/resource/81/2878981_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2878981_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240423134848,18,,Ziozia - Lotte World Mall Branch [Tax Refund Shop] (지오지아 롯데월드몰),05551
